19
AB
19
18
13
14
8
9
17
11
7
11
17
6
6
17
17
14
6
9
19
20
16
11
7
10
13
10
10
6
5
17
9
13
11
12
13
19
16
18
12
16
10
10
13
17
16
18
7
10
17
11
4
9
18
17
12
12
8
10
12
5
4
19
18
6
11
17
10
19
10
12
12
8
11
9
17
14
14
14
7
7
14
4
18
9
9
11
9
0
5
9
8
20
15
13
8
12
14
7
15
8
11
4
9
12
AB
4
9
1
4
5
4
9
4
4
7
18
16
4
4
16
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0

